name,noc,team,sport,sex,age,event,rank,medal
Ano Adou Herve,CIV,Côte d'Ivoire,Powerlifting,Male,38,Men's -65 kg,5,NA
Anobile Fabio,ITA,Italy,Cycling Road,Male,27,Men's C1-3 Road Race,4,NA
Anobile Fabio,ITA,Italy,Cycling Road,Male,27,Men's C3 Time Trial,9,NA
Anon Somkhoun,THA,Thailand,Powerlifting,Female,43,Women's -61 kg,NA,NA
Antosova Katerina,CZE,Czech Republic,Cycling Road,Female,56,Women's H1-4 Road Race,6,NA
Antosova Katerina,CZE,Czech Republic,Cycling Road,Female,56,Women's H1-3 Time Trial,5,NA
Aoki Charles,USA,United States of America,Wheelchair Rugby,Male,30,Mixed,2,Silver
Aparecida De Lima Moniza,BRA,Brazil,Goalball,Female,23,Women,4,NA
Apinis Aigars,LAT,Latvia,Athletics,Male,48,Men's Discus Throw - F52,3,Bronze
Applegate Jessica-jane,GBR,Great Britain,Swimming,Female,25,Women's 200m Freestyle - S14,3,Bronze
Applegate Jessica-jane,GBR,Great Britain,Swimming,Female,25,Women's 100m Backstroke - S14,3,Bronze
Applegate Jessica-jane,GBR,Great Britain,Swimming,Female,25,Women's 100m Butterfly - S14,6,NA
Applegate Jessica-jane,GBR,Great Britain,Swimming,Female,25,Women's 200m Individual Medley - SM14,4,NA
Applegate Jessica-jane,GBR,Great Britain,Swimming,Female,25,Mixed 4x100m Freestyle Relay - S14,1,Gold
Aquino Jonatan,ARG,Argentina,Boccia,Male,32,Individual - BC2,14,NA
Aquino Jonatan,ARG,Argentina,Boccia,Male,32,Team - BC1/BC2,10,NA
Ar Ismail,TUR,Turkey,Wheelchair Basketball,Male,35,Men,6,NA
Arai Daisuke,JPN,Japan,Wheelchair Tennis,Male,33,Men's Singles,17,NA
Arai Daisuke,JPN,Japan,Wheelchair Tennis,Male,33,Men's Doubles,9,NA
Arantes Samuel Henrique,BRA,Brazil,Sitting Volleyball,Male,34,Men,4,NA
Araujo Lucia,BRA,Brazil,Judo,Female,40,Women -57 kg,3,Bronze
Araujo Wilians,BRA,Brazil,Judo,Male,29,Men +100 kg,9,NA
Aravich Danielle,USA,United States of America,Athletics,Female,25,Women's 400m - T47,NA,NA
Arbatskaia Olga,RPC,RPC,Sitting Volleyball,Female,24,Women,5,NA
Arce Payno Marta,ESP,Spain,Judo,Female,44,Women -63 kg,5,NA
Arekhi Nourmohammad,IRI,Islamic Republic of Iran,Athletics,Male,37,Men's Shot Put - F11,6,NA
Arekhi Nourmohammad,IRI,Islamic Republic of Iran,Athletics,Male,37,Men's Discus Throw - F11,6,NA
Arendse Britney,IRL,Ireland,Powerlifting,Female,21,Women's -73 kg,7,NA
Aresti Andonis,CYP,Cyprus,Athletics,Male,38,Men's 400m - T47,NA,NA
Arestova Irina,RPC,RPC,Goalball,Female,25,Women,7,NA
Arezki Hakim,FRA,France,Football 5-a-side,Male,38,Men,8,NA
Aringhieri Giulia,ITA,Italy,Sitting Volleyball,Female,34,Women,6,NA
Aripin Jaenal,INA,Indonesia,Athletics,Male,33,Men's 100m - T54,NA,NA
Aripin Jaenal,INA,Indonesia,Athletics,Male,33,Men's 400m - T54,NA,NA
Aripin Jaenal,INA,Indonesia,Athletics,Male,33,4x100m Universal Relay,NA,NA
Ariyasu Ryohei,JPN,Japan,Rowing,Male,34,PR3 Mixed Coxed Four - PR3Mix4+,12,NA
Arloy Zsofia,HUN,Hungary,Table Tennis,Female,40,Women's Team - Classes 9-10,5,NA
Arloy Zsofia,HUN,Hungary,Table Tennis,Female,40,Women's Singles - Class 8,5,NA
Armendariz Zubillaga Estibalit,ESP,Spain,Rowing,Female,47,PR3 Mixed Coxed Four - PR3Mix4+,11,NA
Arnold Hollie,GBR,Great Britain,Athletics,Female,27,Women's Javelin Throw - F46,3,Bronze
Arsae Masaberee,THA,Thailand,Athletics,Male,22,Men's 400m - T53,NA,NA
Arsae Masaberee,THA,Thailand,Athletics,Male,22,Men's 800m - T53,7,NA
Artakhinova Stepanida,RPC,RPC,Archery,Female,31,Women's Individual Compound - Open,4,NA
Artakhinova Stepanida,RPC,RPC,Archery,Female,31,Mixed Team Compound - Open,3,Bronze
Artiukhov Oleksandr,UKR,Ukraine,Swimming,Male,18,Men's 50m Freestyle - S11,NA,NA
Artiukhov Oleksandr,UKR,Ukraine,Swimming,Male,18,Men's 100m Backstroke - S11,7,NA
Artiukhov Oleksandr,UKR,Ukraine,Swimming,Male,18,Men's 100m Breaststroke - SB11,NA,NA
Artiukhov Oleksandr,UKR,Ukraine,Swimming,Male,18,Men's 200m Individual Medley - SM11,NA,NA
Arts Ilse,NED,Netherlands,Wheelchair Basketball,Female,31,Women,1,Gold
Aruna,IND,India,Taekwondo,Female,21,Women K44 -49kg,NA,NA
Arvind,IND,India,Athletics,Male,28,Men's Shot Put - F35,7,NA
Asano Takashi,JPN,Japan,Table Tennis,Male,20,Men's Singles - Class 11,5,NA
Asayut Dararat,THA,Thailand,Table Tennis,Female,37,Women's Team - Classes 1-3,5,NA
Asayut Dararat,THA,Thailand,Table Tennis,Female,37,Women's Singles - Class 3,5,NA
Asgari Farzaneh,IRI,Islamic Republic of Iran,Archery,Female,35,Women's Individual Compound - Open,9,NA
Asgari Farzaneh,IRI,Islamic Republic of Iran,Archery,Female,35,Mixed Team Compound - Open,4,NA
Asiimwe Ritah,UGA,Uganda,Badminton,Female,35,Women's Singles SU5,7,NA
Aslakson Josie,USA,United States of America,Wheelchair Basketball,Female,25,Women,3,Bronze
Aslanov Islam,UZB,Uzbekistan,Swimming,Male,27,Men's 50m Freestyle - S13,4,NA
Aslanov Islam,UZB,Uzbekistan,Swimming,Male,27,Men's 100m Backstroke - S13,NA,NA
Aslanov Islam,UZB,Uzbekistan,Swimming,Male,27,Men's 100m Butterfly - S13,3,Bronze
Aslanov Orkhan,AZE,Azerbaijan,Athletics,Male,26,Men's Long Jump - T13,1,Gold
Aslanov Shamo,AZE,Azerbaijan,Powerlifting,Male,38,Men's +107 kg,NA,NA
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 100m Freestyle - S9,NA,NA
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 100m Backstroke - S9,1,Gold
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 100m Breaststroke - SB8,NA,NA
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 200m Individual Medley - SM9,NA,NA
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 4x100m Freestyle Relay - 34 Pts,NA,NA
Aspden Hannah,USA,United States of America,Swimming,Female,21,Women's 4x100m Medley Relay - 34 Points,1,Gold
Assor Frederick,GHA,Ghana,Cycling Track,Male,36,Men's B 4000m Individual Pursuit,12,NA
Assor Frederick,GHA,Ghana,Cycling Track,Male,36,Men's B 1000m Time Trial,10,NA
Assoumani Arnaud,FRA,France,Athletics,Male,36,Men's Long Jump - T47,8,NA
Astan Adyos,INA,Indonesia,Table Tennis,Male,53,Men's Singles - Class 4,9,NA
Astanov Elvin,AZE,Azerbaijan,Athletics,Male,42,Men's Shot Put - F53,1,Gold
Astashov Mikhail,RPC,RPC,Cycling Road,Male,32,Men's C1-3 Road Race,20,NA
Astashov Mikhail,RPC,RPC,Cycling Road,Male,32,Men's C1 Time Trial,1,Gold
Astashov Mikhail,RPC,RPC,Cycling Track,Male,32,Men's C1 3000m Individual Pursuit,1,Gold
Astashov Mikhail,RPC,RPC,Cycling Track,Male,32,Men's C1-3 1000m Time Trial,4,NA
Astashov Mikhail,RPC,RPC,Cycling Track,Male,32,Mixed C1-5 750m Team Sprint,8,NA
Ataev Zainutdin,RPC,RPC,Taekwondo,Male,29,Men K44 +75kg,3,Bronze
Atamanenko Serhiy,UKR,Ukraine,Archery,Male,41,Men's Individual Compound - Open,17,NA
Atamanuk Emilio Ariel,ARG,Argentina,Canoe Sprint,Male,37,Men's Kayak Single 200m - KL2,10,NA
Atamanuk Emilio Ariel,ARG,Argentina,Canoe Sprint,Male,37,Men's Va'a Single 200m - VL3,9,NA
Atangana Guillaume Junior,CMR,Cameroon,Athletics,Male,22,Men's 100m - T11,NA,NA
Atangana Guillaume Junior,CMR,Cameroon,Athletics,Male,22,Men's 400m - T11,4,NA
Atchiba Fayssal,BEN,Benin,Athletics,Male,29,Men's 100m - T47,NA,NA
Athmani Skander Djamil,ALG,Algeria,Athletics,Male,29,Men's 100m - T13,2,Silver
Athmani Skander Djamil,ALG,Algeria,Athletics,Male,29,Men's 400m - T13,1,Gold
Attia Mahmoud,EGY,Egypt,Powerlifting,Male,40,Men's -72 kg,2,Silver
Auclair David,FRA,France,Shooting,Male,51,P3 - Mixed 25m Pistol SH1,26,NA
Aulia Putri,INA,Indonesia,Athletics,Female,27,Women's 100m - T13,NA,NA
Aulia Putri,INA,Indonesia,Athletics,Female,27,4x100m Universal Relay,NA,NA
Ault-connell Eliza,AUS,Australia,Athletics,Female,39,Women's 100m - T54,8,NA
Ault-connell Eliza,AUS,Australia,Athletics,Female,39,Women's 400m - T54,7,NA
Ault-connell Eliza,AUS,Australia,Athletics,Female,39,Women's Marathon - T54,13,NA
Aungaphinan Anon,THA,Thailand,Archery,Male,32,Men's Individual Compound - Open,17,NA
Aungaphinan Anon,THA,Thailand,Archery,Male,32,Mixed Team Compound - Open,9,NA
Aungles Jesse,AUS,Australia,Swimming,Male,26,Men's 100m Backstroke - S8,4,NA
Aungles Jesse,AUS,Australia,Swimming,Male,26,Men's 100m Breaststroke - SB7,4,NA
Aungles Jesse,AUS,Australia,Swimming,Male,26,Men's 100m Butterfly - S8,NA,NA
Aungles Jesse,AUS,Australia,Swimming,Male,26,Men's 200m Individual Medley - SM8,7,NA
Auprince Michael,AUS,Australia,Wheelchair Basketball,Male,28,Men,5,NA
Austin Evan,USA,United States of America,Swimming,Male,28,Men's 400m Freestyle - S7,3,Bronze
Austin Evan,USA,United States of America,Swimming,Male,28,Men's 50m Butterfly - S7,1,Gold
Austin Evan,USA,United States of America,Swimming,Male,28,Men's 200m Individual Medley - SM7,5,NA
Austin Evan,USA,United States of America,Swimming,Male,28,Men's 4x100m Freestyle Relay - 34 Points,8,NA
Austin Evan,USA,United States of America,Swimming,Male,28,Men's 4x100m Medley Relay - 34 Points,NA,NA
Ave Lindy,GER,Germany,Athletics,Female,23,Women's 100m - T38,3,Bronze
Ave Lindy,GER,Germany,Athletics,Female,23,Women's 400m - T38,1,Gold
Ave Lindy,GER,Germany,Athletics,Female,23,4x100m Universal Relay,NA,NA
Avila Sanchez Eduardo Adrian,MEX,Mexico,Judo,Male,35,Men -81 kg,3,Bronze
Awane Najwa,MAR,Morocco,Wheelchair Tennis,Female,23,Women's Singles,17,NA
Axelsson Patrekur,ISL,Iceland,Athletics,Male,27,Men's 400m - T11,NA,NA
Ayache Bilel,ALG,Algeria,Wheelchair Basketball,Male,40,Men,12,NA
Ayanbeku Femita,USA,United States of America,Athletics,Female,29,Women's 100m - T64,NA,NA
Ayanbeku Femita,USA,United States of America,Athletics,Female,29,Women's 200m - T64,NA,NA
Ayashi Faleh,IRI,Islamic Republic of Iran,Wheelchair Basketball,Male,33,Men,9,NA
Aybar Diaz Lourdes Alejandra,DOM,Dominican Republic,Swimming,Female,32,Women's 50m Freestyle - S8,NA,NA
Aybar Diaz Lourdes Alejandra,DOM,Dominican Republic,Swimming,Female,32,Women's 100m Breaststroke - SB6,NA,NA
Aybar Diaz Lourdes Alejandra,DOM,Dominican Republic,Swimming,Female,32,Women's 100m Butterfly - S8,8,NA
Aydogdu Abdullah,TUR,Turkey,Goalball,Male,29,Men,8,NA
Ayers Nikki,AUS,Australia,Rowing,Female,30,PR3 Mixed Coxed Four - PR3Mix4+,4,NA
Azevedo Adriana,BRA,Brazil,Canoe Sprint,Female,43,Women's Kayak Single 200m - KL1,10,NA
Aziziaghdam Asghar,IRI,Islamic Republic of Iran,Taekwondo,Male,33,Men K44 +75kg,1,Gold
Azzam Husam F A,PLE,Palestine,Athletics,Male,45,Men's Shot Put - F53,8,NA
Baars Lara,NED,Netherlands,Athletics,Female,24,Women's Shot Put - F40,7,NA
Babadi Mahdi,IRI,Islamic Republic of Iran,Sitting Volleyball,Male,30,Men,1,Gold
Babajanov Nurlan,AZE,Azerbaijan,Powerlifting,Male,29,Men's -97 kg,7,NA
Babska Emilia,POL,Poland,Shooting,Female,21,R2 - Women's 10m Air Rifle Standing SH1,10,NA
Babska Emilia,POL,Poland,Shooting,Female,21,R3 - Mixed 10m Air Rifle Prone SH1,35,NA
Babska Emilia,POL,Poland,Shooting,Female,21,R6 - Mixed 50m Rifle Prone SH1,25,NA
Babu Sidhartha,IND,India,Shooting,Male,42,R3 - Mixed 10m Air Rifle Prone SH1,40,NA
Babu Sidhartha,IND,India,Shooting,Male,42,R6 - Mixed 50m Rifle Prone SH1,9,NA
Babynets Yurii,UKR,Ukraine,Powerlifting,Male,26,Men's -80 kg,9,NA
Bachmaier Ernst,AUT,Austria,Cycling Road,Male,51,Men's H1-2 Road Race,NA,NA
Bachmaier Ernst,AUT,Austria,Cycling Road,Male,51,Men's H1 Time Trial,NA,NA
Badache Hakim,ALG,Algeria,Wheelchair Basketball,Male,35,Men,12,NA
Baddour Noura,SYR,Syrian Arab Republic,Powerlifting,Female,36,Women's -41 kg,8,NA
Badrane Ayoub,ALG,Algeria,Wheelchair Basketball,Male,27,Men,12,NA
Baek Youngbok,KOR,Republic of Korea,Table Tennis,Male,44,Men's Team - Class 4-5,2,Silver
Baek Youngbok,KOR,Republic of Korea,Table Tennis,Male,44,Men's Singles - Class 3,NA,NA
Baez Nadia,ARG,Argentina,Swimming,Female,32,Women's 50m Freestyle - S11,NA,NA
Baez Nadia,ARG,Argentina,Swimming,Female,32,Women's 400m Freestyle - S11,NA,NA
Baez Nadia,ARG,Argentina,Swimming,Female,32,Women's 100m Breaststroke - SB11,5,NA
Baez Nadia,ARG,Argentina,Swimming,Female,32,Women's 200m Individual Medley - SM11,NA,NA
Baghradji Oussama,ALG,Algeria,Wheelchair Basketball,Male,24,Men,12,NA
Baglar Zehra,TUR,Turkey,Badminton,Female,29,Women's Singles SU5,7,NA
Bagzadehfard Iman,IRI,Islamic Republic of Iran,Wheelchair Basketball,Male,34,Men,9,NA
Bahlaz Lahouari,ALG,Algeria,Athletics,Male,42,Men's Shot Put - F32,4,NA
Bahlaz Lahouari,ALG,Algeria,Athletics,Male,42,Men's Club Throw - F32,5,NA
Bai Xiaohong,CHN,People's Republic of China,Shooting,Female,35,R2 - Women's 10m Air Rifle Standing SH1,7,NA
Bai Xiaohong,CHN,People's Republic of China,Shooting,Female,35,R8 - Women's 50m Rifle 3 Positions SH1,9,NA
Baibatina Zarina,KAZ,Kazakhstan,Judo,Female,37,Women +70 kg,2,Silver
Baichik Aleksandr,RPC,RPC,Sitting Volleyball,Male,39,Men,2,Silver
Bailey Dermot,GBR,Great Britain,Wheelchair Tennis,Male,27,Men's Singles,33,NA
Bailey Issy,GBR,Great Britain,Shooting,Female,27,P2 - Women's 10m Air Pistol SH1,18,NA
Bailey Issy,GBR,Great Britain,Shooting,Female,27,P3 - Mixed 25m Pistol SH1,21,NA
Bailey Luke,AUS,Australia,Athletics,Male,23,Men's 100m - T54,NA,NA
Bailey Susan,GBR,Great Britain,Table Tennis,Female,48,Women's Team - Classes 4-5,3,Bronze
Bailey Susan,GBR,Great Britain,Table Tennis,Female,48,Women's Singles - Class 4,NA,NA
Baisarina Olesia,RPC,RPC,Athletics,Female,33,Women's Shot Put - F32,NA,NA
Baka Abdellatif,ALG,Algeria,Athletics,Male,27,Men's 400m - T13,NA,NA
Baka Abdellatif,ALG,Algeria,Athletics,Male,27,Men's 1500m - T13,8,NA
Baker Elizabeth,USA,United States of America,Triathlon,Female,47,Women's PTVI,8,NA
Baker Natasha,GBR,Great Britain,Equestrian,Female,31,Team Test to Music,1,Gold
Baker Natasha,GBR,Great Britain,Equestrian,Female,31,Individual Test - Grade III,2,Silver
Baker Natasha,GBR,Great Britain,Equestrian,Female,31,Individual Freestyle Test - Grade III,2,Silver
Bakic Luka,MNE,Montenegro,Table Tennis,Male,30,Men's Team - Class 9-10,5,NA
Bakic Luka,MNE,Montenegro,Table Tennis,Male,30,Men's Singles - Class 10,5,NA
Bakochristos Dimitrios,GRE,Greece,Powerlifting,Male,38,Men's -54 kg,3,Bronze
Balcova Michaela,SVK,Slovakia,Boccia,Female,26,Individual - BC4,8,NA
Balcova Michaela,SVK,Slovakia,Boccia,Female,26,Pairs - BC4,1,Gold
Balde Alhassane,GER,Germany,Athletics,Male,35,Men's 800m - T54,NA,NA
Balde Alhassane,GER,Germany,Athletics,Male,35,Men's 1500m - T54,NA,NA
Balde Alhassane,GER,Germany,Athletics,Male,35,Men's 5000m - T54,NA,NA
Baldera Melissa,PER,Peru,Athletics,Female,25,Women's 100m - T11,NA,NA
Baldera Melissa,PER,Peru,Athletics,Female,25,Women's 200m - T11,NA,NA
Baldera Melissa,PER,Peru,Athletics,Female,25,Women's 400m - T11,NA,NA
Baldock Brieann,CAN,Canada,Goalball,Female,25,Women,9,NA
Ball James,GBR,Great Britain,Cycling Track,Male,30,Men's B 4000m Individual Pursuit,NA,NA
Ball James,GBR,Great Britain,Cycling Track,Male,30,Men's B 1000m Time Trial,2,Silver
Ballard Angela,AUS,Australia,Athletics,Female,39,Women's 100m - T53,7,NA
Ballard Angela,AUS,Australia,Athletics,Female,39,Women's 400m - T53,4,NA
Ballard Angela,AUS,Australia,Athletics,Female,39,Women's 800m - T53,7,NA
Ballestrino Jake,AUS,Australia,Table Tennis,Male,30,Men's Team - Classes 6-7,5,NA
Ballestrino Jake,AUS,Australia,Table Tennis,Male,30,Men's Singles - Class 7,NA,NA
Banda Taonele,MAW,Malawi,Athletics,Female,25,Women's 400m - T13,NA,NA
Banda Taonele,MAW,Malawi,Athletics,Female,25,Women's 1500m - T13,NA,NA
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Men's 200m Freestyle - S14,2,Silver
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Men's 100m Backstroke - S14,NA,NA
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Men's 100m Breaststroke - SB14,NA,NA
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Men's 100m Butterfly - S14,1,Gold
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Men's 200m Individual Medley - SM14,2,Silver
Bandeira Gabriel,BRA,Brazil,Swimming,Male,21,Mixed 4x100m Freestyle Relay - S14,3,Bronze
Bang Yu-jeong,SWE,Sweden,Shooting,Female,42,P2 - Women's 10m Air Pistol SH1,14,NA
Bangma Tristan,NED,Netherlands,Cycling Road,Male,23,Men's B Road Race,2,Silver
Bangma Tristan,NED,Netherlands,Cycling Road,Male,23,Men's B Time Trial,6,NA
Bangma Tristan,NED,Netherlands,Cycling Track,Male,23,Men's B 4000m Individual Pursuit,1,Gold
Bangoura Kadiatou,GUI,Guinea,Athletics,Female,23,Women's 200m - T47,NA,NA
Bangoura Kadiatou,GUI,Guinea,Athletics,Female,23,Women's 400m - T47,NA,NA
Baodee Kittikorn,THA,Thailand,Football 5-a-side,Male,28,Men,7,NA
Bara Samir,MAR,Morocco,Football 5-a-side,Male,37,Men,3,Bronze
Barajas Barajas Edgar Ismael,MEX,Mexico,Athletics,Male,31,Men's Shot Put - F57,11,NA
Barajas Barajas Edgar Ismael,MEX,Mexico,Athletics,Male,31,Men's Javelin Throw - F57,8,NA
Baranova Antonina,RPC,RPC,Athletics,Female,31,Women's Shot Put - F20,7,NA
Barantseva Svetlana,RPC,RPC,Archery,Female,44,Women's Individual Recurve - Open,9,NA
Barbaro Anna,ITA,Italy,Triathlon,Female,36,Women's PTVI,2,Silver
Barbosa Nelia,FRA,France,Canoe Sprint,Female,22,Women's Kayak Single 200m - KL3,2,Silver
Barbosa Siqueira Tuany Priscila,BRA,Brazil,Athletics,Female,28,Women's Shot Put - F57,6,NA
Barbosa Siqueira Tuany Priscila,BRA,Brazil,Athletics,Female,28,Women's Discus Throw - F57,11,NA
Barcelos De Oliveira Diana Cristina,BRA,Brazil,Rowing,Female,33,PR3 Mixed Coxed Four - PR3Mix4+,10,NA
Barcenas Perla Patricia,MEX,Mexico,Powerlifting,Female,50,Women's +86 kg,4,NA
Bardfield Stetson,USA,United States of America,Shooting,Male,20,R5 - Mixed 10m Air Rifle Prone SH2,6,NA
Bareikis Osvaldas,LTU,Lithuania,Judo,Male,27,Men -73 kg,3,Bronze
Bari Mama Saliu,GBS,Guinea-Bissau,Athletics,Male,27,Men's 100m - T11,NA,NA
Barigelli Flavia,ITA,Italy,Sitting Volleyball,Female,30,Women,6,NA
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 50m Freestyle - S9,1,Gold
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 400m Freestyle - S9,6,NA
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 100m Backstroke - S9,5,NA
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 100m Butterfly - S9,2,Silver
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 4x100m Freestyle Relay - 34 Points,2,Silver
Barlaam Simone,ITA,Italy,Swimming,Male,21,Men's 4x100m Medley Relay - 34 Points,3,Bronze
Barneoud Anne,FRA,France,Table Tennis,Female,37,Women's Team - Classes 6-8,3,Bronze
Barneoud Anne,FRA,France,Table Tennis,Female,37,Women's Singles - Class 7,3,Bronze
Baron Shelby,USA,United States of America,Wheelchair Tennis,Female,27,Women's Singles,17,NA
Baron Shelby,USA,United States of America,Wheelchair Tennis,Female,27,Women's Doubles,9,NA
Barrera Zapata Maria Paula,COL,Colombia,Swimming,Female,20,Women's 50m Freestyle - S10,6,NA
Barrera Zapata Maria Paula,COL,Colombia,Swimming,Female,20,Women's 100m Freestyle - S10,6,NA
Barrera Zapata Maria Paula,COL,Colombia,Swimming,Female,20,Women's 400m Freestyle - S10,5,NA
Barrera Zapata Maria Paula,COL,Colombia,Swimming,Female,20,Women's 100m Backstroke - S10,NA,NA
Barrera Zapata Maria Paula,COL,Colombia,Swimming,Female,20,Women's 100m Butterfly - S10,7,NA
Barreto Hernan,ARG,Argentina,Athletics,Male,30,Men's 100m - T35,6,NA
Barreto Hernan,ARG,Argentina,Athletics,Male,30,Men's 200m - T35,5,NA
Barros Ferreira Fabricio Junior,BRA,Brazil,Athletics,Male,23,Men's 100m - T12,NA,NA
Barros Ferreira Fabricio Junior,BRA,Brazil,Athletics,Male,23,Men's 400m - T12,NA,NA
Barta Sydney,USA,United States of America,Athletics,Female,17,Women's 100m - T64,NA,NA
Barta Sydney,USA,United States of America,Athletics,Female,17,Women's 200m - T64,4,NA
Bartasinskii Dmitrii,RPC,RPC,Swimming,Male,26,Men's 50m Freestyle - S10,6,NA
Bartasinskii Dmitrii,RPC,RPC,Swimming,Male,26,Men's 100m Freestyle - S10,7,NA
Bartasinskii Dmitrii,RPC,RPC,Swimming,Male,26,Men's 400m Freestyle - S10,NA,NA
Bartasinskii Dmitrii,RPC,RPC,Swimming,Male,26,Men's 100m Breaststroke - SB9,3,Bronze
Bartasinskii Dmitrii,RPC,RPC,Swimming,Male,26,Men's 4x100m Freestyle Relay - 34 Points,5,NA
Barten Bryan,USA,United States of America,Wheelchair Tennis,Male,47,Quad Singles,5,NA
Barten Bryan,USA,United States of America,Wheelchair Tennis,Male,47,Quad Doubles,5,NA
Bartlett Hetty,GBR,Great Britain,Athletics,Female,30,Women's Long Jump - T38,6,NA
Bartolomucci Alessandro,FRA,France,Football 5-a-side,Male,24,Men,8,NA
Barton-cootes Hayden,NZL,New Zealand,Wheelchair Rugby,Male,27,Mixed,8,NA
Barwick Lauren,CAN,Canada,Equestrian,Female,43,Team Test to Music,10,NA
Barwick Lauren,CAN,Canada,Equestrian,Female,43,Individual Test - Grade III,9,NA
Barwick Lauren,CAN,Canada,Equestrian,Female,43,Individual Freestyle Test - Grade III,6,NA
Bas Cagla,TUR,Turkey,Shooting,Female,29,R2 - Women's 10m Air Rifle Standing SH1,15,NA
Bas Cagla,TUR,Turkey,Shooting,Female,29,R3 - Mixed 10m Air Rifle Prone SH1,26,NA
Basiloff Inaki,ARG,Argentina,Swimming,Male,20,Men's 50m Freestyle - S7,NA,NA
Basiloff Inaki,ARG,Argentina,Swimming,Male,20,Men's 400m Freestyle - S7,4,NA
Basiloff Inaki,ARG,Argentina,Swimming,Male,20,Men's 100m Backstroke - S7,7,NA
Basiloff Inaki,ARG,Argentina,Swimming,Male,20,Men's 50m Butterfly - S7,7,NA
Basiloff Inaki,ARG,Argentina,Swimming,Male,20,Men's 200m Individual Medley - SM7,4,NA
Baskakov Igor,RPC,RPC,Athletics,Male,40,Men's Shot Put - F11,5,NA
Baskakov Igor,RPC,RPC,Athletics,Male,40,Men's Discus Throw - F11,4,NA
Basoc Ion,MDA,Republic of Moldova,Judo,Male,23,Men -100 kg,7,NA
Bassani Federico,ITA,Italy,Swimming,Male,25,Men's 100m Breaststroke - SB11,7,NA
Bate Stephen,GBR,Great Britain,Cycling Road,Male,44,Men's B Road Race,NA,NA
Bate Stephen,GBR,Great Britain,Cycling Road,Male,44,Men's B Time Trial,NA,NA
Bate Stephen,GBR,Great Britain,Cycling Track,Male,44,Men's B 4000m Individual Pursuit,NA,NA
Batista Dos Santos Claudiney,BRA,Brazil,Athletics,Male,42,Men's Discus Throw - F56,1,Gold
Batt Ryley,AUS,Australia,Wheelchair Rugby,Male,32,Mixed,4,NA
Battaglia Raffaela,ITA,Italy,Sitting Volleyball,Female,31,Women,6,NA
Bauernschmidt Katharina,GER,Germany,Canoe Sprint,Female,31,Women's Va'a Single 200m - VL2,6,NA
Bauleke Abigail,USA,United States of America,Wheelchair Basketball,Female,20,Women,3,Bronze
Baus Valentin,GER,Germany,Table Tennis,Male,25,Men's Singles - Class 5,1,Gold
Bayley William,GBR,Great Britain,Table Tennis,Male,33,Men's Team - Classes 6-7,2,Silver
Bayley William,GBR,Great Britain,Table Tennis,Male,33,Men's Singles - Class 7,2,Silver
Bayrak Esra,TUR,Turkey,Athletics,Female,22,Women's Long Jump - T20,4,NA
Bazarkulov Arystanbek,KGZ,Kyrgyzstan,Athletics,Male,31,Men's Shot Put - F34,10,NA
Bazubagira Claudine,RWA,Rwanda,Sitting Volleyball,Female,41,Women,7,NA
Beaugillet Raphael,FRA,France,Cycling Road,Male,31,Men's B Time Trial,9,NA
Beaugillet Raphael,FRA,France,Cycling Track,Male,31,Men's B 1000m Time Trial,3,Bronze
Beck Anna,SWE,Sweden,Cycling Road,Female,41,Women's C1-3 Road Race,2,Silver
Beck Anna,SWE,Sweden,Cycling Road,Female,41,Women's C1-3 Time Trial,2,Silver
Beck Anna,SWE,Sweden,Cycling Track,Female,41,Women's C1-3 3000m Individual Pursuit,6,NA
Becker Da Silva Bruno,BRA,Brazil,Swimming,Male,30,Men's 50m Freestyle - S3,NA,NA
Becker Da Silva Bruno,BRA,Brazil,Swimming,Male,30,Men's 200m Freestyle - S2,4,NA
Becker Da Silva Bruno,BRA,Brazil,Swimming,Male,30,Men's 50m Breaststroke - SB2,NA,NA
